sample-id	community-number	community-name	chem-code	Amoxicillin	Chlorothalonil	Diflufenican	Glyphosate	Imidacloprid	Metaldehyde	Oxytetracycline	Tebuconazole	complexity	well	plate
c10w6F5	10	R_ID_7.16_10_R10(1)_TSS	DI	0	0	1	0	1	0	0	0	2	F5	6
c10w7G10	10	R_ID_7.16_10_R10(1)_TSS	ADIT	1	0	1	0	1	0	0	1	4	G10	7
c10w8G6	10	R_ID_7.16_10_R10(1)_TSS	DGIT	0	0	1	1	1	0	0	1	4	G6	8
c10w1C5	10	R_ID_7.16_10_R10(1)_TSS	CO	0	1	0	0	0	0	1	0	2	C5	1
c10w1D2	10	R_ID_7.16_10_R10(1)_TSS	D	0	0	1	0	0	0	0	0	1	D2	1
c10w1D7	10	R_ID_7.16_10_R10(1)_TSS	IT	0	0	0	0	1	0	0	1	2	D7	1
c10w1E5	10	R_ID_7.16_10_R10(1)_TSS	DG	0	0	1	1	0	0	0	0	2	E5	1
c10w1F2	10	R_ID_7.16_10_R10(1)_TSS	I	0	0	0	0	1	0	0	0	1	F2	1
c10w1F6	10	R_ID_7.16_10_R10(1)_TSS	GO	0	0	0	1	0	0	1	0	2	F6	1
c10w10G10	10	R_ID_7.16_10_R10(1)_TSS		0	0	0	0	0	0	0	0	0	G10	10
c10w11B2	10	R_ID_7.16_10_R10(1)_TSS	A	1	0	0	0	0	0	0	0	1	B2	11
c10w11B4	10	R_ID_7.16_10_R10(1)_TSS	AM	1	0	0	0	0	1	0	0	2	B4	11
c10w11D2	10	R_ID_7.16_10_R10(1)_TSS	D	0	0	1	0	0	0	0	0	1	D2	11
c10w11F5	10	R_ID_7.16_10_R10(1)_TSS	DI	0	0	1	0	1	0	0	0	2	F5	11
c10w12D9	10	R_ID_7.16_10_R10(1)_TSS	ACMO	1	1	0	0	0	1	1	0	4	D9	12
c10w13D5	10	R_ID_7.16_10_R10(1)_TSS	CGMO	0	1	0	1	0	1	1	0	4	D5	13
c10w15D4	10	R_ID_7.16_10_R10(1)_TSS	ACDGIMOT	1	1	1	1	1	1	1	1	8	D4	15
c10w16B4	10	R_ID_7.16_10_R10(1)_TSS	AM	1	0	0	0	0	1	0	0	2	B4	16
c10w16B5	10	R_ID_7.16_10_R10(1)_TSS	CM	0	1	0	0	0	1	0	0	2	B5	16
c10w16E2	10	R_ID_7.16_10_R10(1)_TSS	G	0	0	0	1	0	0	0	0	1	E2	16
c10w16F6	10	R_ID_7.16_10_R10(1)_TSS	GO	0	0	0	1	0	0	1	0	2	F6	16
c10w17G10	10	R_ID_7.16_10_R10(1)_TSS	ADIT	1	0	1	0	1	0	0	1	4	G10	17
c10w20D10	10	R_ID_7.16_10_R10(1)_TSS		0	0	0	0	0	0	0	0	0	D10	20
c10w6B3	10	R_ID_7.16_10_R10(1)_TSS	O	0	0	0	0	0	0	1	0	1	B3	6
c10w6C3	10	R_ID_7.16_10_R10(1)_TSS	T	0	0	0	0	0	0	0	1	1	C3	6
c11w10G6	11	R_ID_7.16_11_R11(1)_TSS		0	0	0	0	0	0	0	0	0	G6	10
c11w11C7	11	R_ID_7.16_11_R11(1)_TSS	IO	0	0	0	0	1	0	1	0	2	C7	11
c11w16F3	11	R_ID_7.16_11_R11(1)_TSS	AG	1	0	0	1	0	0	0	0	2	F3	16
c11w16F7	11	R_ID_7.16_11_R11(1)_TSS	MT	0	0	0	0	0	1	0	1	2	F7	16
c11w18C2	11	R_ID_7.16_11_R11(1)_TSS	AGMT	1	0	0	1	0	1	0	1	4	C2	18
c11w3C2	11	R_ID_7.16_11_R11(1)_TSS	AGMT	1	0	0	1	0	1	0	1	4	C2	3
c11w6C3	11	R_ID_7.16_11_R11(1)_TSS	T	0	0	0	0	0	0	0	1	1	C3	6
c11w6E4	11	R_ID_7.16_11_R11(1)_TSS	CD	0	1	1	0	0	0	0	0	2	E4	6
c11w6F7	11	R_ID_7.16_11_R11(1)_TSS	MT	0	0	0	0	0	1	0	1	2	F7	6
c11w6G2	11	R_ID_7.16_11_R11(1)_TSS	M	0	0	0	0	0	1	0	0	1	G2	6
c11w000	11	R_ID_7.16_11_R11(1)_TSS	Frozen Starting Community	NA	NA	NA	NA	NA	NA	NA	NA	NA	00	0
c11w1B2	11	R_ID_7.16_11_R11(1)_TSS	A	1	0	0	0	0	0	0	0	1	B2	1
c11w1B5	11	R_ID_7.16_11_R11(1)_TSS	CM	0	1	0	0	0	1	0	0	2	B5	1
c11w1C3	11	R_ID_7.16_11_R11(1)_TSS	T	0	0	0	0	0	0	0	1	1	C3	1
c11w1D2	11	R_ID_7.16_11_R11(1)_TSS	D	0	0	1	0	0	0	0	0	1	D2	1
c11w1E2	11	R_ID_7.16_11_R11(1)_TSS	G	0	0	0	1	0	0	0	0	1	E2	1
c11w1F2	11	R_ID_7.16_11_R11(1)_TSS	I	0	0	0	0	1	0	0	0	1	F2	1
c11w1F3	11	R_ID_7.16_11_R11(1)_TSS	AG	1	0	0	1	0	0	0	0	2	F3	1
c11w1F6	11	R_ID_7.16_11_R11(1)_TSS	GO	0	0	0	1	0	0	1	0	2	F6	1
c11w11E3	11	R_ID_7.16_11_R11(1)_TSS	AD	1	0	1	0	0	0	0	0	2	E3	11
c11w13B4	11	R_ID_7.16_11_R11(1)_TSS	CDIO	0	1	1	0	1	0	1	0	4	B4	13
c11w15B5	11	R_ID_7.16_11_R11(1)_TSS		0	0	0	0	0	0	0	0	0	B5	15
c11w15D4	11	R_ID_7.16_11_R11(1)_TSS	ACDGIMOT	1	1	1	1	1	1	1	1	8	D4	15
c11w16B3	11	R_ID_7.16_11_R11(1)_TSS	O	0	0	0	0	0	0	1	0	1	B3	16
c11w16B5	11	R_ID_7.16_11_R11(1)_TSS	CM	0	1	0	0	0	1	0	0	2	B5	16
c11w16C2	11	R_ID_7.16_11_R11(1)_TSS	C	0	1	0	0	0	0	0	0	1	C2	16
c11w16C7	11	R_ID_7.16_11_R11(1)_TSS	IO	0	0	0	0	1	0	1	0	2	C7	16
c11w16D2	11	R_ID_7.16_11_R11(1)_TSS	D	0	0	1	0	0	0	0	0	1	D2	16
c11w16D7	11	R_ID_7.16_11_R11(1)_TSS	IT	0	0	0	0	1	0	0	1	2	D7	16
c11w16E2	11	R_ID_7.16_11_R11(1)_TSS	G	0	0	0	1	0	0	0	0	1	E2	16
c11w16E4	11	R_ID_7.16_11_R11(1)_TSS	CD	0	1	1	0	0	0	0	0	2	E4	16
c11w16F6	11	R_ID_7.16_11_R11(1)_TSS	GO	0	0	0	1	0	0	1	0	2	F6	16
c11w16G2	11	R_ID_7.16_11_R11(1)_TSS	M	0	0	0	0	0	1	0	0	1	G2	16
c11w17G10	11	R_ID_7.16_11_R11(1)_TSS	ADIT	1	0	1	0	1	0	0	1	4	G10	17
c11w18D5	11	R_ID_7.16_11_R11(1)_TSS	CGMO	0	1	0	1	0	1	1	0	4	D5	18
c11w3B4	11	R_ID_7.16_11_R11(1)_TSS	CDIO	0	1	1	0	1	0	1	0	4	B4	3
c11w3D5	11	R_ID_7.16_11_R11(1)_TSS	CGMO	0	1	0	1	0	1	1	0	4	D5	3
c11w5D4	11	R_ID_7.16_11_R11(1)_TSS	ACDGIMOT	1	1	1	1	1	1	1	1	8	D4	5
c11w6B2	11	R_ID_7.16_11_R11(1)_TSS	A	1	0	0	0	0	0	0	0	1	B2	6
c11w6B3	11	R_ID_7.16_11_R11(1)_TSS	O	0	0	0	0	0	0	1	0	1	B3	6
c11w6C2	11	R_ID_7.16_11_R11(1)_TSS	C	0	1	0	0	0	0	0	0	1	C2	6
c11w6D7	11	R_ID_7.16_11_R11(1)_TSS	IT	0	0	0	0	1	0	0	1	2	D7	6
c11w6E3	11	R_ID_7.16_11_R11(1)_TSS	AD	1	0	1	0	0	0	0	0	2	E3	6
c11w6F2	11	R_ID_7.16_11_R11(1)_TSS	I	0	0	0	0	1	0	0	0	1	F2	6
c11w7G10	11	R_ID_7.16_11_R11(1)_TSS	ADIT	1	0	1	0	1	0	0	1	4	G10	7
c12w000	12	R_ID_7.16_12_R5(1)_TSS)	Frozen Starting Community	NA	NA	NA	NA	NA	NA	NA	NA	NA	00	0
c12w1B2	12	R_ID_7.16_12_R5(1)_TSS)	A	1	0	0	0	0	0	0	0	1	B2	1
c12w1B4	12	R_ID_7.16_12_R5(1)_TSS)	AM	1	0	0	0	0	1	0	0	2	B4	1
c12w1C5	12	R_ID_7.16_12_R5(1)_TSS)	CO	0	1	0	0	0	0	1	0	2	C5	1
c12w1D2	12	R_ID_7.16_12_R5(1)_TSS)	D	0	0	1	0	0	0	0	0	1	D2	1
c12w1E2	12	R_ID_7.16_12_R5(1)_TSS)	G	0	0	0	1	0	0	0	0	1	E2	1
c12w1G6	12	R_ID_7.16_12_R5(1)_TSS)	GT	0	0	0	1	0	0	0	1	2	G6	1
c12w10D4	12	R_ID_7.16_12_R5(1)_TSS)	ACDGIMOT	1	1	1	1	1	1	1	1	8	D4	10
c12w11B3	12	R_ID_7.16_12_R5(1)_TSS)	O	0	0	0	0	0	0	1	0	1	B3	11
c12w11B4	12	R_ID_7.16_12_R5(1)_TSS)	AM	1	0	0	0	0	1	0	0	2	B4	11
c12w11C3	12	R_ID_7.16_12_R5(1)_TSS)	T	0	0	0	0	0	0	0	1	1	C3	11
c12w11C4	12	R_ID_7.16_12_R5(1)_TSS)	AO	1	0	0	0	0	0	1	0	2	C4	11
c12w11D5	12	R_ID_7.16_12_R5(1)_TSS)	CT	0	1	0	0	0	0	0	1	2	D5	11
c12w11E5	12	R_ID_7.16_12_R5(1)_TSS)	DG	0	0	1	1	0	0	0	0	2	E5	11
c12w11F2	12	R_ID_7.16_12_R5(1)_TSS)	I	0	0	0	0	1	0	0	0	1	F2	11
c12w11F5	12	R_ID_7.16_12_R5(1)_TSS)	DI	0	0	1	0	1	0	0	0	2	F5	11
c12w11G6	12	R_ID_7.16_12_R5(1)_TSS)	GT	0	0	0	1	0	0	0	1	2	G6	11
c12w13B4	12	R_ID_7.16_12_R5(1)_TSS)	CDIO	0	1	1	0	1	0	1	0	4	B4	13
c12w13C2	12	R_ID_7.16_12_R5(1)_TSS)	AGMT	1	0	0	1	0	1	0	1	4	C2	13
c12w16B2	12	R_ID_7.16_12_R5(1)_TSS)	A	1	0	0	0	0	0	0	0	1	B2	16
c12w16B7	12	R_ID_7.16_12_R5(1)_TSS)	IM	0	0	0	0	1	1	0	0	2	B7	16
c12w16C4	12	R_ID_7.16_12_R5(1)_TSS)	AO	1	0	0	0	0	0	1	0	2	C4	16
c12w16C5	12	R_ID_7.16_12_R5(1)_TSS)	CO	0	1	0	0	0	0	1	0	2	C5	16
c12w16E5	12	R_ID_7.16_12_R5(1)_TSS)	DG	0	0	1	1	0	0	0	0	2	E5	16
c12w16F2	12	R_ID_7.16_12_R5(1)_TSS)	I	0	0	0	0	1	0	0	0	1	F2	16
c12w16G2	12	R_ID_7.16_12_R5(1)_TSS)	M	0	0	0	0	0	1	0	0	1	G2	16
c12w18F3	12	R_ID_7.16_12_R5(1)_TSS)	CDGT	0	1	1	1	0	0	0	1	4	F3	18
c12w3E2	12	R_ID_7.16_12_R5(1)_TSS)	AIMO	1	0	0	0	1	1	1	0	4	E2	3
c12w6B3	12	R_ID_7.16_12_R5(1)_TSS)	O	0	0	0	0	0	0	1	0	1	B3	6
c12w6B7	12	R_ID_7.16_12_R5(1)_TSS)	IM	0	0	0	0	1	1	0	0	2	B7	6
c12w6C2	12	R_ID_7.16_12_R5(1)_TSS)	C	0	1	0	0	0	0	0	0	1	C2	6
c12w6C3	12	R_ID_7.16_12_R5(1)_TSS)	T	0	0	0	0	0	0	0	1	1	C3	6
c12w6D2	12	R_ID_7.16_12_R5(1)_TSS)	D	0	0	1	0	0	0	0	0	1	D2	6
c12w6D5	12	R_ID_7.16_12_R5(1)_TSS)	CT	0	1	0	0	0	0	0	1	2	D5	6
c12w6E2	12	R_ID_7.16_12_R5(1)_TSS)	G	0	0	0	1	0	0	0	0	1	E2	6
c12w6F5	12	R_ID_7.16_12_R5(1)_TSS)	DI	0	0	1	0	1	0	0	0	2	F5	6
c12w6G2	12	R_ID_7.16_12_R5(1)_TSS)	M	0	0	0	0	0	1	0	0	1	G2	6
c12w8B4	12	R_ID_7.16_12_R5(1)_TSS)	CDIO	0	1	1	0	1	0	1	0	4	B4	8
c12w8E2	12	R_ID_7.16_12_R5(1)_TSS)	AIMO	1	0	0	0	1	1	1	0	4	E2	8
c12w10E5	12	R_ID_7.16_12_R5(1)_TSS)		0	0	0	0	0	0	0	0	0	E5	10
c12w15E6	12	R_ID_7.16_12_R5(1)_TSS)		0	0	0	0	0	0	0	0	0	E6	15
c12w16C2	12	R_ID_7.16_12_R5(1)_TSS)	C	0	1	0	0	0	0	0	0	1	C2	16
c12w18C2	12	R_ID_7.16_12_R5(1)_TSS)	AGMT	1	0	0	1	0	1	0	1	4	C2	18
c12w5D4	12	R_ID_7.16_12_R5(1)_TSS)	ACDGIMOT	1	1	1	1	1	1	1	1	8	D4	5
c12w8F3	12	R_ID_7.16_12_R5(1)_TSS)	CDGT	0	1	1	1	0	0	0	1	4	F3	8
c01w000	1	R_ID_7.16_1_R10(1)_TSS	Frozen Starting Community	NA	NA	NA	NA	NA	NA	NA	NA	NA	00	0
c01w1B2	1	R_ID_7.16_1_R10(1)_TSS	A	1	0	0	0	0	0	0	0	1	B2	1
c01w1B5	1	R_ID_7.16_1_R10(1)_TSS	CM	0	1	0	0	0	1	0	0	2	B5	1
c01w1D7	1	R_ID_7.16_1_R10(1)_TSS	IT	0	0	0	0	1	0	0	1	2	D7	1
c01w1E2	1	R_ID_7.16_1_R10(1)_TSS	G	0	0	0	1	0	0	0	0	1	E2	1
c01w1E3	1	R_ID_7.16_1_R10(1)_TSS	AD	1	0	1	0	0	0	0	0	2	E3	1
c01w1G2	1	R_ID_7.16_1_R10(1)_TSS	M	0	0	0	0	0	1	0	0	1	G2	1
c01w11G2	1	R_ID_7.16_1_R10(1)_TSS	M	0	0	0	0	0	1	0	0	1	G2	11
c01w13E3	1	R_ID_7.16_1_R10(1)_TSS	CDGO	0	1	1	1	0	0	1	0	4	E3	13
c01w13E5	1	R_ID_7.16_1_R10(1)_TSS	CGMT	0	1	0	1	0	1	0	1	4	E5	13
c01w8E3	1	R_ID_7.16_1_R10(1)_TSS	CDGO	0	1	1	1	0	0	1	0	4	E3	8
c05w000	5	R_ID_7.16_5_R10(1)_TSS	Frozen Starting Community	NA	NA	NA	NA	NA	NA	NA	NA	NA	00	0
c05w1E2	5	R_ID_7.16_5_R10(1)_TSS	G	0	0	0	1	0	0	0	0	1	E2	1
c05w1F2	5	R_ID_7.16_5_R10(1)_TSS	I	0	0	0	0	1	0	0	0	1	F2	1
c05w13G4	5	R_ID_7.16_5_R10(1)_TSS	CGIM	0	1	0	1	1	1	0	0	4	G4	13
c05w15C6	5	R_ID_7.16_5_R10(1)_TSS		0	0	0	0	0	0	0	0	0	C6	15
c05w15E8	5	R_ID_7.16_5_R10(1)_TSS		0	0	0	0	0	0	0	0	0	E8	15
c05w16C3	5	R_ID_7.16_5_R10(1)_TSS	T	0	0	0	0	0	0	0	1	1	C3	16
c05w16C5	5	R_ID_7.16_5_R10(1)_TSS	CO	0	1	0	0	0	0	1	0	2	C5	16
c05w3B4	5	R_ID_7.16_5_R10(1)_TSS	CDIO	0	1	1	0	1	0	1	0	4	B4	3
c05w3C2	5	R_ID_7.16_5_R10(1)_TSS	AGMT	1	0	0	1	0	1	0	1	4	C2	3
c05w6B2	5	R_ID_7.16_5_R10(1)_TSS	A	1	0	0	0	0	0	0	0	1	B2	6
c05w6F4	5	R_ID_7.16_5_R10(1)_TSS	CG	0	1	0	1	0	0	0	0	2	F4	6
c05w6G2	5	R_ID_7.16_5_R10(1)_TSS	M	0	0	0	0	0	1	0	0	1	G2	6
c05w7D11	5	R_ID_7.16_5_R10(1)_TSS	ADOT	1	0	1	0	0	0	1	1	4	D11	7
