Community.number,Community.name,ChemCode,Amoxicillin,Chlorothalonil,Diflufenican,Glyphosate,Imidacloprid,Metaldehyde,Oxytetracycline,Tebuconazole,Well,Plate,Complexity,Plate.sample,Well.sample,Pyramid,PCR.plate,PCR.well.coord
5,R_ID_7.16_7_R1(1)_TSS,AGIM,1,0,0,1,1,1,0,0,E11,2,4,17,17 E11,2,3,C6
5,R_ID_7.16_7_R1(1)_TSS,CDOT,0,1,1,0,0,0,1,1,F4,3,4,18,18 F4,2,3,C7
5,R_ID_7.16_7_R1(1)_TSS,AGIM,1,0,0,1,1,1,0,0,E11,2,4,2,2 E11,2,3,C8
5,R_ID_7.16_7_R1(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,20,20 D4,1,3,C9
5,R_ID_7.16_7_R1(1)_TSS,CGMT,0,1,0,1,0,1,0,1,E5,3,4,3,3 E5,1,3,C10
5,R_ID_7.16_7_R1(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,6,6 B5,1,3,C11
5,R_ID_7.16_7_R1(1)_TSS,IM,0,0,0,0,1,1,0,0,B7,1,2,6,6 B7,2,3,C12
5,R_ID_7.16_7_R1(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,6,6 C2,1,3,D1
5,R_ID_7.16_7_R1(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,6,6 C3,1,3,D2
5,R_ID_7.16_7_R1(1)_TSS,CO,0,1,0,0,0,0,1,0,C5,1,2,6,6 C5,2,3,D3
5,R_ID_7.16_7_R1(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,6,6 D2,1,3,D4
5,R_ID_7.16_7_R1(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,6,6 E2,1,3,D5
5,R_ID_7.16_7_R1(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,6,6 E3,1,3,D6
5,R_ID_7.16_7_R1(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,6,6 F2,1,3,D7
5,R_ID_7.16_7_R1(1)_TSS,ADIO,1,0,1,0,1,0,1,0,F10,2,4,7,7 F10,1,3,D8
5,R_ID_7.16_7_R1(1)_TSS,CDOT,0,1,1,0,0,0,1,1,F4,3,4,8,8 F4,2,3,D9
,Extraction negative control,,,,,,,,,,,,,,,,3,D10
,,,,,,,,,,,,,,,,,3,D11
,,,,,,,,,,,,,,,,,3,D12
6,R_ID_7.16_8_R5(1)_TSS,Frozen Starting Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,E1
6,R_ID_7.16_8_R5(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,1,1 B2,1,3,E2
6,R_ID_7.16_8_R5(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,1,1 C3,1,3,E3
6,R_ID_7.16_8_R5(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,1,1 D2,1,3,E4
6,R_ID_7.16_8_R5(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,1,1 E3,1,3,E5
6,R_ID_7.16_8_R5(1)_TSS,DI,0,0,1,0,1,0,0,0,F5,1,2,1,1 F5,2,3,E6
6,R_ID_7.16_8_R5(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,1,1 G2,1,3,E7
6,R_ID_7.16_8_R5(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,10,10 D4,1,3,E8
6,R_ID_7.16_8_R5(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,11,11 B3,1,3,E9
6,R_ID_7.16_8_R5(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,11,11 C2,1,3,E10
6,R_ID_7.16_8_R5(1)_TSS,CO,0,1,0,0,0,0,1,0,C5,1,2,11,11 C5,1,3,E11
6,R_ID_7.16_8_R5(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,11,11 D7,1,3,E12
6,R_ID_7.16_8_R5(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,11,11 E2,1,3,F1
6,R_ID_7.16_8_R5(1)_TSS,GM,0,0,0,1,0,1,0,0,E6,1,2,11,11 E6,1,3,F2
6,R_ID_7.16_8_R5(1)_TSS,MT,0,0,0,0,0,1,0,1,F7,1,2,11,11 F7,2,3,F3
6,R_ID_7.16_8_R5(1)_TSS,ACDO,1,1,1,0,0,0,1,0,G7,2,4,12,12 G7,1,3,F4
6,R_ID_7.16_8_R5(1)_TSS,GIMT,0,0,0,1,1,1,0,1,D8,3,4,13,13 D8,1,3,F5
6,R_ID_7.16_8_R5(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,16,16 B3,1,3,F6
6,R_ID_7.16_8_R5(1)_TSS,AO,1,0,0,0,0,0,1,0,C4,1,2,16,16 C4,2,3,F7
6,R_ID_7.16_8_R5(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,16,16 D7,1,3,F8
6,R_ID_7.16_8_R5(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,16,16 E3,1,3,F9
6,R_ID_7.16_8_R5(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,16,16 F2,1,3,F10
6,R_ID_7.16_8_R5(1)_TSS,CG,0,1,0,1,0,0,0,0,F4,1,2,16,16 F4,2,3,F11
6,R_ID_7.16_8_R5(1)_TSS,DI,0,0,1,0,1,0,0,0,F5,1,2,16,16 F5,2,3,F12
6,R_ID_7.16_8_R5(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,16,16 G2,1,3,G1
6,R_ID_7.16_8_R5(1)_TSS,ADIO,1,0,1,0,1,0,1,0,F10,2,4,17,17 F10,2,3,G2
6,R_ID_7.16_8_R5(1)_TSS,ACDO,1,1,1,0,0,0,1,0,G7,2,4,17,17 G7,1,3,G3
6,R_ID_7.16_8_R5(1)_TSS,ADIO,1,0,1,0,1,0,1,0,F10,2,4,2,2 F10,2,3,G4
6,R_ID_7.16_8_R5(1)_TSS,,0,0,0,0,0,0,0,0,D5,5,0,20,20 D5,NA,3,G5
6,R_ID_7.16_8_R5(1)_TSS,CGMT,0,1,0,1,0,1,0,1,E5,3,4,3,3 E5,2,3,G6
6,R_ID_7.16_8_R5(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,5,5 D4,1,3,G7
6,R_ID_7.16_8_R5(1)_TSS,,0,0,0,0,0,0,0,0,D5,5,0,5,5 D5,NA,3,G8
6,R_ID_7.16_8_R5(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,6,6 B2,1,3,G9
6,R_ID_7.16_8_R5(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,6,6 C2,1,3,G10
6,R_ID_7.16_8_R5(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,6,6 C3,1,3,G11
6,R_ID_7.16_8_R5(1)_TSS,AO,1,0,0,0,0,0,1,0,C4,1,2,6,6 C4,2,3,G12
6,R_ID_7.16_8_R5(1)_TSS,CO,0,1,0,0,0,0,1,0,C5,1,2,6,6 C5,1,3,H1
6,R_ID_7.16_8_R5(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,6,6 D2,1,3,H2
6,R_ID_7.16_8_R5(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,6,6 E2,1,3,H3
6,R_ID_7.16_8_R5(1)_TSS,GM,0,0,0,1,0,1,0,0,E6,1,2,6,6 E6,1,3,H4
6,R_ID_7.16_8_R5(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,6,6 F2,1,3,H5
6,R_ID_7.16_8_R5(1)_TSS,CG,0,1,0,1,0,0,0,0,F4,1,2,6,6 F4,2,3,H6
6,R_ID_7.16_8_R5(1)_TSS,MT,0,0,0,0,0,1,0,1,F7,1,2,6,6 F7,2,3,H7
6,R_ID_7.16_8_R5(1)_TSS,GIMT,0,0,0,1,1,1,0,1,D8,3,4,8,8 D8,1,3,H8
6,R_ID_7.16_8_R5(1)_TSS,CGMT,0,1,0,1,0,1,0,1,E5,3,4,8,8 E5,2,3,H9
,Extraction negative control,,,,,,,,,,,,,,,,3,H10
,,,,,,,,,,,,,,,,,3,H11
,,,,,,,,,,,,,,,,,3,H12
7,R_ID_7.16_9_R1(1)_TSS,Frozen Starting Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,A1
7,R_ID_7.16_9_R1(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,1,1 B2,1,4,A2
7,R_ID_7.16_9_R1(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,1,1 B5,2,4,A3
7,R_ID_7.16_9_R1(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,1,1 E3,2,4,A4
7,R_ID_7.16_9_R1(1)_TSS,CG,0,1,0,1,0,0,0,0,F4,1,2,1,1 F4,1,4,A5
7,R_ID_7.16_9_R1(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,1,1 G2,1,4,A6
7,R_ID_7.16_9_R1(1)_TSS,GT,0,0,0,1,0,0,0,1,G6,1,2,1,1 G6,2,4,A7
7,R_ID_7.16_9_R1(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,11,11 B2,1,4,A8
7,R_ID_7.16_9_R1(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,11,11 B3,1,4,A9
7,R_ID_7.16_9_R1(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,11,11 B5,2,4,A10
7,R_ID_7.16_9_R1(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,11,11 C3,1,4,A11
7,R_ID_7.16_9_R1(1)_TSS,IO,0,0,0,0,1,0,1,0,C7,1,2,11,11 C7,2,4,A12
7,R_ID_7.16_9_R1(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,11,11 D2,1,4,B1
7,R_ID_7.16_9_R1(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,11,11 E2,1,4,B2
7,R_ID_7.16_9_R1(1)_TSS,MO,0,0,0,0,0,1,1,0,E7,1,2,11,11 E7,1,4,B3
7,R_ID_7.16_9_R1(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,11,11 F2,1,4,B4
7,R_ID_7.16_9_R1(1)_TSS,CG,0,1,0,1,0,0,0,0,F4,1,2,11,11 F4,1,4,B5
7,R_ID_7.16_9_R1(1)_TSS,AI,1,0,0,0,1,0,0,0,G3,1,2,11,11 G3,1,4,B6
7,R_ID_7.16_9_R1(1)_TSS,AIMO,1,0,0,0,1,1,1,0,E2,3,4,13,13 E2,1,4,B7
7,R_ID_7.16_9_R1(1)_TSS,,0,0,0,0,0,0,0,0,C7,5,0,15,15 C7,NA,4,B8
7,R_ID_7.16_9_R1(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,15,15 D4,1,4,B9
7,R_ID_7.16_9_R1(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,16,16 C2,1,4,B10
7,R_ID_7.16_9_R1(1)_TSS,DT,0,0,1,0,0,0,0,1,C6,1,2,16,16 C6,1,4,B11
7,R_ID_7.16_9_R1(1)_TSS,IO,0,0,0,0,1,0,1,0,C7,1,2,16,16 C7,2,4,B12
7,R_ID_7.16_9_R1(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,16,16 D2,1,4,C1
7,R_ID_7.16_9_R1(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,16,16 E2,1,4,C2
7,R_ID_7.16_9_R1(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,16,16 F2,1,4,C3
7,R_ID_7.16_9_R1(1)_TSS,GT,0,0,0,1,0,0,0,1,G6,1,2,16,16 G6,2,4,C4
7,R_ID_7.16_9_R1(1)_TSS,ACDM,1,1,1,0,0,1,0,0,F7,2,4,17,17 F7,2,4,C5
7,R_ID_7.16_9_R1(1)_TSS,CDGT,0,1,1,1,0,0,0,1,F3,3,4,18,18 F3,1,4,C6
7,R_ID_7.16_9_R1(1)_TSS,ACDM,1,1,1,0,0,1,0,0,F7,2,4,2,2 F7,2,4,C7
7,R_ID_7.16_9_R1(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,20,20 D4,1,4,C8
7,R_ID_7.16_9_R1(1)_TSS,GIOT,0,0,0,1,1,0,1,1,E8,3,4,3,3 E8,2,4,C9
7,R_ID_7.16_9_R1(1)_TSS,,0,0,0,0,0,0,0,0,F7,5,0,5,5 F7,NA,4,C10
7,R_ID_7.16_9_R1(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,6,6 B3,1,4,C11
7,R_ID_7.16_9_R1(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,6,6 C2,1,4,C12
7,R_ID_7.16_9_R1(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,6,6 C3,1,4,D1
7,R_ID_7.16_9_R1(1)_TSS,DT,0,0,1,0,0,0,0,1,C6,1,2,6,6 C6,1,4,D2
7,R_ID_7.16_9_R1(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,6,6 E3,2,4,D3
7,R_ID_7.16_9_R1(1)_TSS,MO,0,0,0,0,0,1,1,0,E7,1,2,6,6 E7,1,4,D4
7,R_ID_7.16_9_R1(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,6,6 G2,1,4,D5
7,R_ID_7.16_9_R1(1)_TSS,AI,1,0,0,0,1,0,0,0,G3,1,2,6,6 G3,1,4,D6
7,R_ID_7.16_9_R1(1)_TSS,AIMO,1,0,0,0,1,1,1,0,E2,3,4,8,8 E2,1,4,D7
7,R_ID_7.16_9_R1(1)_TSS,GIOT,0,0,0,1,1,0,1,1,E8,3,4,8,8 E8,2,4,D8
7,R_ID_7.16_9_R1(1)_TSS,CDGT,0,1,1,1,0,0,0,1,F3,3,4,8,8 F3,1,4,D9
,Extraction negative control,,,,,,,,,,,,,,,,4,D10
,,,,,,,,,,,,,,,,,4,D11
,,,,,,,,,,,,,,,,,4,D12
8,R_ID_7.16_10_R10(1)_TSS,Frozen Starting Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,E1
8,R_ID_7.16_10_R10(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,1,1 B2,1,4,E2
8,R_ID_7.16_10_R10(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,1,1 C2,1,4,E3
8,R_ID_7.16_10_R10(1)_TSS,CO,0,1,0,0,0,0,1,0,C5,1,2,1,1 C5,1,4,E4
8,R_ID_7.16_10_R10(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,1,1 D2,1,4,E5
8,R_ID_7.16_10_R10(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,1,1 D7,1,4,E6
8,R_ID_7.16_10_R10(1)_TSS,DG,0,0,1,1,0,0,0,0,E5,1,2,1,1 E5,1,4,E7
8,R_ID_7.16_10_R10(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,1,1 F2,1,4,E8
8,R_ID_7.16_10_R10(1)_TSS,GO,0,0,0,1,0,0,1,0,F6,1,2,1,1 F6,2,4,E9
8,R_ID_7.16_10_R10(1)_TSS,,0,0,0,0,0,0,0,0,G10,5,0,10,10 G10,NA,4,E10
8,R_ID_7.16_10_R10(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,11,11 B2,1,4,E11
8,R_ID_7.16_10_R10(1)_TSS,AM,1,0,0,0,0,1,0,0,B4,1,2,11,11 B4,1,4,E12
8,R_ID_7.16_10_R10(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,11,11 C3,1,4,F1
8,R_ID_7.16_10_R10(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,11,11 D2,1,4,F2
8,R_ID_7.16_10_R10(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,11,11 D7,1,4,F3
8,R_ID_7.16_10_R10(1)_TSS,DI,0,0,1,0,1,0,0,0,F5,1,2,11,11 F5,2,4,F4
8,R_ID_7.16_10_R10(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,11,11 G2,1,4,F5
8,R_ID_7.16_10_R10(1)_TSS,ACMO,1,1,0,0,0,1,1,0,D9,2,4,12,12 D9,1,4,F6
8,R_ID_7.16_10_R10(1)_TSS,CGMO,0,1,0,1,0,1,1,0,D5,3,4,13,13 D5,2,4,F7
8,R_ID_7.16_10_R10(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,15,15 D4,1,4,F8
8,R_ID_7.16_10_R10(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,16,16 B3,1,4,F9
8,R_ID_7.16_10_R10(1)_TSS,AM,1,0,0,0,0,1,0,0,B4,1,2,16,16 B4,1,4,F10
8,R_ID_7.16_10_R10(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,16,16 B5,2,4,F11
8,R_ID_7.16_10_R10(1)_TSS,CO,0,1,0,0,0,0,1,0,C5,1,2,16,16 C5,1,4,F12
8,R_ID_7.16_10_R10(1)_TSS,AT,1,0,0,0,0,0,0,1,D4,1,2,16,16 D4,2,4,G1
8,R_ID_7.16_10_R10(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,16,16 E2,1,4,G2
8,R_ID_7.16_10_R10(1)_TSS,GO,0,0,0,1,0,0,1,0,F6,1,2,16,16 F6,2,4,G3
8,R_ID_7.16_10_R10(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,16,16 G2,1,4,G4
8,R_ID_7.16_10_R10(1)_TSS,ADIT,1,0,1,0,1,0,0,1,G10,2,4,17,17 G10,2,4,G5
8,R_ID_7.16_10_R10(1)_TSS,DGIT,0,0,1,1,1,0,0,1,G6,3,4,18,18 G6,1,4,G6
8,R_ID_7.16_10_R10(1)_TSS,ACMO,1,1,0,0,0,1,1,0,D9,2,4,2,2 D9,1,4,G7
8,R_ID_7.16_10_R10(1)_TSS,,0,0,0,0,0,0,0,0,D10,5,0,20,20 D10,NA,4,G8
8,R_ID_7.16_10_R10(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,20,20 D4,1,4,G9
8,R_ID_7.16_10_R10(1)_TSS,CGMO,0,1,0,1,0,1,1,0,D5,3,4,3,3 D5,2,4,G10
8,R_ID_7.16_10_R10(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,6,6 B3,1,4,G11
8,R_ID_7.16_10_R10(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,6,6 B5,2,4,G12
8,R_ID_7.16_10_R10(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,6,6 C2,1,4,H1
8,R_ID_7.16_10_R10(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,6,6 C3,1,4,H2
8,R_ID_7.16_10_R10(1)_TSS,AT,1,0,0,0,0,0,0,1,D4,1,2,6,6 D4,2,4,H3
8,R_ID_7.16_10_R10(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,6,6 E2,1,4,H4
8,R_ID_7.16_10_R10(1)_TSS,DG,0,0,1,1,0,0,0,0,E5,1,2,6,6 E5,1,4,H5
8,R_ID_7.16_10_R10(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,6,6 F2,1,4,H6
8,R_ID_7.16_10_R10(1)_TSS,DI,0,0,1,0,1,0,0,0,F5,1,2,6,6 F5,2,4,H7
8,R_ID_7.16_10_R10(1)_TSS,ADIT,1,0,1,0,1,0,0,1,G10,2,4,7,7 G10,2,4,H8
8,R_ID_7.16_10_R10(1)_TSS,DGIT,0,0,1,1,1,0,0,1,G6,3,4,8,8 G6,1,4,H9
,Extraction negative control,,,,,,,,,,,,,,,,4,H10
,,,,,,,,,,,,,,,,,4,H11
,,,,,,,,,,,,,,,,,4,H12
9,R_ID_7.16_11_R11(1)_TSS,Frozen Starting Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,A1
9,R_ID_7.16_11_R11(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,1,1 B2,1,5,A2
9,R_ID_7.16_11_R11(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,1,1 B5,2,5,A3
9,R_ID_7.16_11_R11(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,1,1 C3,1,5,A4
9,R_ID_7.16_11_R11(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,1,1 D2,1,5,A5
9,R_ID_7.16_11_R11(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,1,1 E2,1,5,A6
9,R_ID_7.16_11_R11(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,1,1 F2,1,5,A7
9,R_ID_7.16_11_R11(1)_TSS,AG,1,0,0,1,0,0,0,0,F3,1,2,1,1 F3,1,5,A8
9,R_ID_7.16_11_R11(1)_TSS,GO,0,0,0,1,0,0,1,0,F6,1,2,1,1 F6,2,5,A9
9,R_ID_7.16_11_R11(1)_TSS,,0,0,0,0,0,0,0,0,G6,5,0,10,10 G6,NA,5,A10
9,R_ID_7.16_11_R11(1)_TSS,IO,0,0,0,0,1,0,1,0,C7,1,2,11,11 C7,1,5,A11
9,R_ID_7.16_11_R11(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,11,11 E3,2,5,A12
9,R_ID_7.16_11_R11(1)_TSS,CDIO,0,1,1,0,1,0,1,0,B4,3,4,13,13 B4,1,5,B1
9,R_ID_7.16_11_R11(1)_TSS,,0,0,0,0,0,0,0,0,B5,5,0,15,15 B5,NA,5,B2
9,R_ID_7.16_11_R11(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,15,15 D4,1,5,B3
9,R_ID_7.16_11_R11(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,16,16 B3,1,5,B4
9,R_ID_7.16_11_R11(1)_TSS,CM,0,1,0,0,0,1,0,0,B5,1,2,16,16 B5,2,5,B5
9,R_ID_7.16_11_R11(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,16,16 C2,1,5,B6
9,R_ID_7.16_11_R11(1)_TSS,IO,0,0,0,0,1,0,1,0,C7,1,2,16,16 C7,1,5,B7
9,R_ID_7.16_11_R11(1)_TSS,D,0,0,1,0,0,0,0,0,D2,1,1,16,16 D2,1,5,B8
9,R_ID_7.16_11_R11(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,16,16 D7,2,5,B9
9,R_ID_7.16_11_R11(1)_TSS,G,0,0,0,1,0,0,0,0,E2,1,1,16,16 E2,1,5,B10
9,R_ID_7.16_11_R11(1)_TSS,CD,0,1,1,0,0,0,0,0,E4,1,2,16,16 E4,1,5,B11
9,R_ID_7.16_11_R11(1)_TSS,AG,1,0,0,1,0,0,0,0,F3,1,2,16,16 F3,1,5,B12
9,R_ID_7.16_11_R11(1)_TSS,GO,0,0,0,1,0,0,1,0,F6,1,2,16,16 F6,2,5,C1
9,R_ID_7.16_11_R11(1)_TSS,MT,0,0,0,0,0,1,0,1,F7,1,2,16,16 F7,1,5,C2
9,R_ID_7.16_11_R11(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,16,16 G2,1,5,C3
9,R_ID_7.16_11_R11(1)_TSS,ADIT,1,0,1,0,1,0,0,1,G10,2,4,17,17 G10,2,5,C4
9,R_ID_7.16_11_R11(1)_TSS,AGMT,1,0,0,1,0,1,0,1,C2,3,4,18,18 C2,1,5,C5
9,R_ID_7.16_11_R11(1)_TSS,CGMO,0,1,0,1,0,1,1,0,D5,3,4,18,18 D5,2,5,C6
9,R_ID_7.16_11_R11(1)_TSS,CDIO,0,1,1,0,1,0,1,0,B4,3,4,3,3 B4,1,5,C7
9,R_ID_7.16_11_R11(1)_TSS,AGMT,1,0,0,1,0,1,0,1,C2,3,4,3,3 C2,1,5,C8
9,R_ID_7.16_11_R11(1)_TSS,CGMO,0,1,0,1,0,1,1,0,D5,3,4,3,3 D5,2,5,C9
9,R_ID_7.16_11_R11(1)_TSS,ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,5,5 D4,1,5,C10
9,R_ID_7.16_11_R11(1)_TSS,A,1,0,0,0,0,0,0,0,B2,1,1,6,6 B2,1,5,C11
9,R_ID_7.16_11_R11(1)_TSS,O,0,0,0,0,0,0,1,0,B3,1,1,6,6 B3,1,5,C12
9,R_ID_7.16_11_R11(1)_TSS,C,0,1,0,0,0,0,0,0,C2,1,1,6,6 C2,1,5,D1
9,R_ID_7.16_11_R11(1)_TSS,T,0,0,0,0,0,0,0,1,C3,1,1,6,6 C3,1,5,D2
9,R_ID_7.16_11_R11(1)_TSS,IT,0,0,0,0,1,0,0,1,D7,1,2,6,6 D7,2,5,D3
9,R_ID_7.16_11_R11(1)_TSS,AD,1,0,1,0,0,0,0,0,E3,1,2,6,6 E3,2,5,D4
9,R_ID_7.16_11_R11(1)_TSS,CD,0,1,1,0,0,0,0,0,E4,1,2,6,6 E4,1,5,D5
9,R_ID_7.16_11_R11(1)_TSS,I,0,0,0,0,1,0,0,0,F2,1,1,6,6 F2,1,5,D6
9,R_ID_7.16_11_R11(1)_TSS,MT,0,0,0,0,0,1,0,1,F7,1,2,6,6 F7,1,5,D7
9,R_ID_7.16_11_R11(1)_TSS,M,0,0,0,0,0,1,0,0,G2,1,1,6,6 G2,1,5,D8
9,R_ID_7.16_11_R11(1)_TSS,ADIT,1,0,1,0,1,0,0,1,G10,2,4,7,7 G10,2,5,D9
,Extraction negative control,,,,,,,,,,,,,,,,5,D10
,,,,,,,,,,,,,,,,,5,D11
,,,,,,,,,,,,,,,,,5,D12
10,R_ID_7.16_12_R5(1)_TSS),Frozen Starting Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,E1
10,R_ID_7.16_12_R5(1)_TSS),A,1,0,0,0,0,0,0,0,B2,1,1,1,1 B2,1,5,E2
10,R_ID_7.16_12_R5(1)_TSS),AM,1,0,0,0,0,1,0,0,B4,1,2,1,1 B4,1,5,E3
10,R_ID_7.16_12_R5(1)_TSS),CO,0,1,0,0,0,0,1,0,C5,1,2,1,1 C5,1,5,E4
10,R_ID_7.16_12_R5(1)_TSS),D,0,0,1,0,0,0,0,0,D2,1,1,1,1 D2,1,5,E5
10,R_ID_7.16_12_R5(1)_TSS),G,0,0,0,1,0,0,0,0,E2,1,1,1,1 E2,1,5,E6
10,R_ID_7.16_12_R5(1)_TSS),GT,0,0,0,1,0,0,0,1,G6,1,2,1,1 G6,1,5,E7
10,R_ID_7.16_12_R5(1)_TSS),ACDGIMOT,1,1,1,1,1,1,1,1,D4,5,8,10,10 D4,1,5,E8
10,R_ID_7.16_12_R5(1)_TSS),,0,0,0,0,0,0,0,0,E5,5,0,10,10 E5,NA,5,E9
10,R_ID_7.16_12_R5(1)_TSS),O,0,0,0,0,0,0,1,0,B3,1,1,11,11 B3,1,5,E10
10,R_ID_7.16_12_R5(1)_TSS),AM,1,0,0,0,0,1,0,0,B4,1,2,11,11 B4,1,5,E11
10,R_ID_7.16_12_R5(1)_TSS),T,0,0,0,0,0,0,0,1,C3,1,1,11,11 C3,1,5,E12
10,R_ID_7.16_12_R5(1)_TSS),AO,1,0,0,0,0,0,1,0,C4,1,2,11,11 C4,2,5,F1
10,R_ID_7.16_12_R5(1)_TSS),CT,0,1,0,0,0,0,0,1,D5,1,2,11,11 D5,2,5,F2
10,R_ID_7.16_12_R5(1)_TSS),DG,0,0,1,1,0,0,0,0,E5,1,2,11,11 E5,2,5,F3
10,R_ID_7.16_12_R5(1)_TSS),I,0,0,0,0,1,0,0,0,F2,1,1,11,11 F2,1,5,F4
