"PlateTrue","Rep","Community","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","PlateWell","TruePlateWell","AUC"
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C11","10C11",18.3511598982789
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C11","15C11",18.1723915710514
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C11","20C11",18.1534139858723
5,1,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,0,1,1,6,"5C2","5C2",14.237440548106
10,2,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,0,1,1,6,"5C2","10C2",14.6136414414354
15,3,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,0,1,1,6,"5C2","15C2",15.2396092671659
20,4,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,0,1,1,6,"5C2","20C2",14.699923930657
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,0,1,7,"5C3","5C3",16.9108756742269
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,0,1,7,"5C3","10C3",17.3407730467505
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,0,1,7,"5C3","15C3",17.5976475249936
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,0,1,7,"5C3","20C3",15.511970732319
5,1,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,1,1,1,7,"5C4","5C4",14.4550302133463
10,2,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,1,1,1,7,"5C4","10C4",14.2778574852593
15,3,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,1,1,1,7,"5C4","15C4",15.370068170567
20,4,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,1,1,1,1,7,"5C4","20C4",13.4545595093055
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","5C5",17.2766758008817
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","10C5",17.1901798292078
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","15C5",17.3696206011806
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","20C5",16.7048573371497
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","5C6",17.7357293558362
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","10C6",17.3660617606034
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","15C6",17.3918835383187
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","20C6",17.4396699723026
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","5C7",17.916655613598
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","10C7",17.3607657226181
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","15C7",17.4397197927184
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","20C7",17.8392521734231
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","5C8",17.6125962236071
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","10C8",17.5384257057987
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","15C8",17.4535230630637
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","20C8",18.0913300669366
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","5C9",17.7610965697246
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","10C9",17.9583945883208
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","15C9",17.554792754105
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","20C9",17.9419662767056
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","5D10",17.4563641320452
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","10D10",17.3748315385508
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","15D10",17.6268614263822
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","20D10",18.3518641179584
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","5D11",17.5078623071056
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","10D11",17.2913812981901
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","15D11",17.8061937432185
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","20D11",18.4638767592509
5,1,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","5D2",14.2853281281717
10,2,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","10D2",14.014306005083
15,3,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","15D2",15.0995386310633
20,4,"R_ID_7.16_5_R10(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","20D2",13.7567468478852
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","5D3",14.5367657987553
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","10D3",14.070056216466
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","15D3",15.006562598623
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","20D3",14.0265226629524
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","5D4",14.0514266738184
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","10D4",14.4533552367666
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","15D4",14.3765911759011
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","20D4",13.8205927376318
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","5D5",16.9091226352722
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","10D5",17.1721391139258
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","15D5",17.0790586237117
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","20D5",17.0351897757109
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","5D6",17.3419591994725
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","10D6",17.3695346790041
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","15D6",17.3149123879675
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","20D6",17.9973529542874
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","5D7",17.6400439951151
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","10D7",17.2128496858382
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","15D7",17.5980357405567
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","20D7",17.8366018563072
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","5D8",17.5861629116294
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","10D8",16.998148207634
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","15D8",17.3394613528994
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","20D8",18.0368308366332
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","5D9",17.3321562116807
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","10D9",16.9982639044147
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","15D9",17.1231795261993
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","20D9",18.0490101242061
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","5E10",17.6790641598207
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","10E10",17.1097247325341
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","15E10",17.7370511745584
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","20E10",17.8887102570384
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","5E11",17.6213213571487
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","10E11",17.306025490295
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","15E11",17.5416722348877
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","20E11",18.4618905243514
5,1,"R_ID_7.16_5_R10(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","5E2",14.7154423763323
10,2,"R_ID_7.16_5_R10(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","10E2",14.6237825782762
15,3,"R_ID_7.16_5_R10(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","15E2",15.4414739342234
20,4,"R_ID_7.16_5_R10(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","20E2",14.7939010439744
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","5E3",14.2160310515096
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","10E3",14.1683975789797
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","15E3",15.1305493080671
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","20E3",14.4975133567269
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","5E4",17.0637760564136
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","10E4",16.8347053928583
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","15E4",17.0735942023427
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","20E4",16.3847055918666
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","5E5",16.9588036221418
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","10E5",16.9377369379925
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","15E5",16.6576674519916
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","20E5",17.3140379107205
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","5E6",17.8572516465696
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","10E6",17.402529059575
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","15E6",17.1923643111539
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","20E6",18.0111218015819
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","5E7",17.3188441315558
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","10E7",17.0126703082414
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","15E7",17.7258460958075
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","20E7",17.5738356395217
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","5E8",18.6642717122243
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","10E8",16.7752987784867
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","15E8",17.5430842126265
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","20E8",17.7923390406014
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","5E9",17.3526504509616
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","10E9",17.0369009283008
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","15E9",17.4392240228017
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","20E9",17.8034881018766
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","5F10",17.6123011671243
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","10F10",16.8156390474846
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","15F10",17.6055933431839
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","20F10",17.8488446091661
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","5F11",17.4240067140981
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","10F11",16.9920109707037
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","15F11",18.068708339543
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","20F11",18.2666421744495
5,1,"R_ID_7.16_5_R10(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","5F2",14.5062713201854
10,2,"R_ID_7.16_5_R10(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","10F2",14.2527074620815
15,3,"R_ID_7.16_5_R10(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","15F2",15.5040845333227
20,4,"R_ID_7.16_5_R10(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","20F2",15.189068984535
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","5F3",14.4889692877325
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","10F3",14.0900782050882
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","15F3",15.0216467687129
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","20F3",14.6396907903809
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","5F4",16.8166008073428
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","10F4",16.3217263596481
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","15F4",16.9686397946136
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","20F4",15.9699450293741
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","5F5",17.2052638000301
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","10F5",16.705829563087
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","15F5",17.2116973562689
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","20F5",16.9702074772606
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","5F6",17.0175128931828
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","10F6",17.0164695136327
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","15F6",16.8860943693815
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","20F6",17.2573073345391
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","5F7",17.6087965691249
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","10F7",16.9875297783414
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","15F7",17.298004920635
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","20F7",17.2443000139964
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","5F8",17.2225247279556
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","10F8",17.0261476189328
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","15F8",16.9422175382241
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","20F8",17.437883947959
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","5F9",17.4072048557863
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","10F9",16.8069674827814
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","15F9",17.3416976177682
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","20F9",17.6536718951029
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","5G10",17.7024652282546
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","10G10",17.4974932200139
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","15G10",16.6230939901623
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","20G10",18.2886164508285
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","5G11",17.7174351554091
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","10G11",17.4038106067852
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","15G11",16.6525008182709
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","20G11",18.8559651228006
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","5G2",14.6496211351073
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","10G2",13.8579360411472
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","15G2",12.820450587215
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","20G2",14.4966263686559
5,1,"R_ID_7.16_5_R10(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","5G3",14.7910912374844
10,2,"R_ID_7.16_5_R10(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","10G3",13.6628978487713
15,3,"R_ID_7.16_5_R10(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","15G3",13.7247598033535
20,4,"R_ID_7.16_5_R10(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","20G3",14.8200745400305
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","5G4",17.2460976813529
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","10G4",16.6986019900119
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","15G4",16.1735651075549
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","20G4",16.10824288834
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","5G5",17.6482408003041
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","10G5",16.7004444022409
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","15G5",15.8951543781318
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","20G5",16.8887663496835
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","5G6",17.1080881442447
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","10G6",16.917462939819
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","15G6",16.292711635604
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","20G6",17.7233731250687
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","5G7",16.9848643192781
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","10G7",16.9901351828018
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","15G7",16.5884010588104
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","20G7",17.3009650286022
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","5G8",18.1100193314438
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","10G8",17.4550813684889
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","15G8",16.3080697553845
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","20G8",18.2631681837051
5,1,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","5G9",17.6808016182993
10,2,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","10G9",17.3636402037011
15,3,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","15G9",16.7258650745291
20,4,"R_ID_7.16_5_R10(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","20G9",17.8335395561002
1,1,"R_ID_7.16_6_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","1B10",17.2389263552117
6,2,"R_ID_7.16_6_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","6B10",16.7464251890735
11,3,"R_ID_7.16_6_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","11B10",15.543360566721
16,4,"R_ID_7.16_6_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","16B10",15.8943919844112
1,1,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","1B11",17.2907122221091
6,2,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","6B11",17.3190988828421
11,3,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","11B11",17.3168493273117
16,4,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","16B11",17.6047578546948
1,1,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","1B2",16.0805752723848
6,2,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","6B2",15.7623968011283
11,3,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","11B2",16.2914465037904
16,4,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","16B2",15.8007416747681
1,1,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","1B3",16.438656657214
6,2,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","6B3",15.7338309800812
11,3,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","11B3",17.5291048877977
16,4,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","16B3",16.8521209724362
1,1,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","1B4",16.2254352823619
6,2,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","6B4",15.9374551873538
11,3,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","11B4",15.8284966134898
16,4,"R_ID_7.16_6_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","16B4",15.9404141808328
1,1,"R_ID_7.16_6_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","1B5",16.1774086244621
6,2,"R_ID_7.16_6_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","6B5",15.9139718336403
11,3,"R_ID_7.16_6_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","11B5",16.1026453204651
16,4,"R_ID_7.16_6_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","16B5",16.5134867935446
1,1,"R_ID_7.16_6_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","1B6",16.4057612897303
6,2,"R_ID_7.16_6_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","6B6",17.405759884794
11,3,"R_ID_7.16_6_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","11B6",15.9845267751909
16,4,"R_ID_7.16_6_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","16B6",16.5167419911674
1,1,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","1B7",17.4533396821601
6,2,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","6B7",16.3684875633763
11,3,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","11B7",16.2018707296722
16,4,"R_ID_7.16_6_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","16B7",16.5518438527904
1,1,"R_ID_7.16_6_R5(1)_TSS",1,1,1,0,0,0,0,0,3,"1B8","1B8",15.7087538229685
