"PlateTrue","Rep","Community","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","PlateWell","TruePlateWell","AUC"
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","15C5",16.0275040939035
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C5","20C5",17.4890058777852
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","5C6",15.5637933328763
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","10C6",16.1293677078193
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","15C6",15.9283632388507
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C6","20C6",17.1435707854087
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","5C7",15.9884041736537
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","10C7",16.270797918433
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","15C7",15.8107239378603
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C7","20C7",16.9530287763525
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","5C8",15.8142885203319
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","10C8",16.4590021738368
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","15C8",16.3103863100306
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C8","20C8",17.4132495819493
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","5C9",15.7863400320745
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","10C9",16.5126457270767
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","15C9",16.5165804729429
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5C9","20C9",17.4995129827828
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","5D10",16.1743630521498
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","10D10",16.521784828492
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","15D10",16.7195277241078
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D10","20D10",17.7719450686944
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","5D11",16.3150081780279
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","10D11",17.2986041742895
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","15D11",17.540126867615
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D11","20D11",18.2567415521862
5,1,"R_ID_7.16_11_R11(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","5D2",15.2574536172432
10,2,"R_ID_7.16_11_R11(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","10D2",15.0904070243736
15,3,"R_ID_7.16_11_R11(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","15D2",15.1653776555949
20,4,"R_ID_7.16_11_R11(1)_TSS",0,1,1,1,0,1,1,1,6,"5D2","20D2",15.6764227983606
5,1,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","5D3",14.7147139597465
10,2,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","10D3",14.8279367248555
15,3,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","15D3",15.3057972136099
20,4,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,0,1,1,7,"5D3","20D3",16.4632993090792
5,1,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","5D4",14.8872692307363
10,2,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","10D4",15.1610739805967
15,3,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","15D4",15.0617350694665
20,4,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,1,1,1,1,8,"5D4","20D4",16.7410549411085
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","5D5",15.4667347548451
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","10D5",15.5753169018613
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","15D5",15.7098489085981
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D5","20D5",17.0070727615674
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","5D6",15.4228956025467
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","10D6",16.1716193305022
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","15D6",16.1332874756654
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D6","20D6",17.8622348362537
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","5D7",15.8492748931092
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","10D7",15.9976260887832
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","15D7",16.1621139864255
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D7","20D7",17.5184624108478
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","5D8",15.2006347218899
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","10D8",16.335440489956
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","15D8",16.2847871257802
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D8","20D8",17.1672565206921
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","5D9",15.356873967782
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","10D9",16.1352377778754
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","15D9",16.602207957299
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5D9","20D9",17.4998951532628
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","5E10",15.7360027097746
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","10E10",15.893336380967
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","15E10",16.6684985684565
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E10","20E10",17.2373930951525
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","5E11",16.6829530600284
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","10E11",16.7159478035691
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","15E11",17.4562708278637
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E11","20E11",18.217072900035
5,1,"R_ID_7.16_11_R11(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","5E2",15.3488766801327
10,2,"R_ID_7.16_11_R11(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","10E2",15.1038695977597
15,3,"R_ID_7.16_11_R11(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","15E2",15.7189857414465
20,4,"R_ID_7.16_11_R11(1)_TSS",0,1,1,0,1,1,1,1,6,"5E2","20E2",16.4284421719826
5,1,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","5E3",15.1301500257618
10,2,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","10E3",14.8856427987698
15,3,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","15E3",15.2582279364212
20,4,"R_ID_7.16_11_R11(1)_TSS",1,1,1,1,0,1,1,1,7,"5E3","20E3",16.8182615744787
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","5E4",15.3511681466265
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","10E4",15.1904270610567
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","15E4",15.4882528109891
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E4","20E4",17.1578326894914
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","5E5",15.3312943277199
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","10E5",15.9399464566153
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","15E5",15.8039639439466
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E5","20E5",16.1563134090037
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","5E6",15.6776176224612
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","10E6",15.7130554175256
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","15E6",16.1727029270381
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E6","20E6",17.2773463377437
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","5E7",15.2884504290725
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","10E7",16.087813478286
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","15E7",16.2884888144253
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E7","20E7",17.0271678897324
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","5E8",15.6823557670618
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","10E8",15.8447388475726
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","15E8",16.1104227456995
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E8","20E8",17.3925577953032
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","5E9",15.6745934518848
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","10E9",15.8713310492775
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","15E9",16.3955663158787
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5E9","20E9",17.3185027335656
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","5F10",15.657040731664
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","10F10",16.1980114247522
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","15F10",16.6817957812409
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F10","20F10",17.8289662164269
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","5F11",16.4046839216351
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","10F11",17.023014750052
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","15F11",17.2699273041075
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F11","20F11",18.1057889708775
5,1,"R_ID_7.16_11_R11(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","5F2",15.2513990866185
10,2,"R_ID_7.16_11_R11(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","10F2",14.64358905722
15,3,"R_ID_7.16_11_R11(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","15F2",15.0205602748659
20,4,"R_ID_7.16_11_R11(1)_TSS",0,1,0,1,1,1,1,1,6,"5F2","20F2",16.1786932248591
5,1,"R_ID_7.16_11_R11(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","5F3",14.763669577907
10,2,"R_ID_7.16_11_R11(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","10F3",14.6467545048072
15,3,"R_ID_7.16_11_R11(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","15F3",15.0489774278839
20,4,"R_ID_7.16_11_R11(1)_TSS",1,1,1,0,1,1,1,1,7,"5F3","20F3",16.1605796350546
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","5F4",15.6139239061401
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","10F4",15.4932586402837
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","15F4",15.8429386565699
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F4","20F4",16.8940155737912
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","5F5",14.2469087429849
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","10F5",15.1410471483159
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","15F5",15.9690278003949
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F5","20F5",16.7105432236455
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","5F6",15.2628764185928
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","10F6",15.6173738889052
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","15F6",16.1007827343445
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F6","20F6",16.9050406776837
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","5F7",15.8225736352313
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","10F7",15.6691424641425
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","15F7",16.1970382863975
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F7","20F7",16.9847163988831
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","5F8",15.0505559768169
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","10F8",16.267308037429
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","15F8",16.405804722947
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F8","20F8",17.2372760115719
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","5F9",15.2320925830421
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","10F9",16.0137384712919
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","15F9",16.6198330121136
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5F9","20F9",17.2231338078138
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","5G10",17.7607964605697
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","10G10",16.076526685264
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","15G10",16.9456854452036
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G10","20G10",17.3223067775661
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","5G11",18.2599509460452
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","10G11",16.4257389418473
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","15G11",18.0240357508101
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G11","20G11",18.0204512668127
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","5G2",14.6154890891029
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","10G2",14.4237811310999
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","15G2",15.4205408341762
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,1,1,1,1,1,1,6,"5G2","20G2",15.6721440016566
5,1,"R_ID_7.16_11_R11(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","5G3",14.1553750800887
10,2,"R_ID_7.16_11_R11(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","10G3",14.9763527119012
15,3,"R_ID_7.16_11_R11(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","15G3",15.0494396981677
20,4,"R_ID_7.16_11_R11(1)_TSS",1,1,0,1,1,1,1,1,7,"5G3","20G3",14.8626204544625
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","5G4",16.1350772605923
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","10G4",15.1700968208237
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","15G4",16.2392205326416
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G4","20G4",17.0973023816663
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","5G5",16.0387320323822
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","10G5",14.946370207626
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","15G5",15.921387534414
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G5","20G5",15.3939391737335
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","5G6",15.774181192623
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","10G6",15.0260866228991
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","15G6",16.2132940066679
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G6","20G6",17.1709035928479
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","5G7",15.7518271686372
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","10G7",15.3690317750889
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","15G7",16.1333498326162
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G7","20G7",16.982917139067
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","5G8",15.9975216948111
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","10G8",15.9282994029393
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","15G8",16.4252983874008
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G8","20G8",17.118875389831
5,1,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","5G9",16.2695923999018
10,2,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","10G9",15.8664639654705
15,3,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","15G9",17.2883911386145
20,4,"R_ID_7.16_11_R11(1)_TSS",0,0,0,0,0,0,0,0,0,"5G9","20G9",17.4626778359971
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","1B10",18.8763590169908
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","6B10",17.4331577016308
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","11B10",16.4262892270308
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,1,0,0,3,"1B10","16B10",17.4957704182335
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","1B11",17.1900054619926
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","6B11",16.6499659067653
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","11B11",16.0336141688106
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,1,0,3,"1B11","16B11",16.1889559755638
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","1B2",17.8186151805946
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","6B2",18.2842518240384
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","11B2",16.2025526054547
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,0,0,0,1,"1B2","16B2",16.8388690123185
1,1,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","1B3",16.761662122747
6,2,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","6B3",16.3368059923361
11,3,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","11B3",16.2714499235173
16,4,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,0,0,1,0,1,"1B3","16B3",16.0392340718661
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","1B4",19.1156906428374
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","6B4",17.6394132067921
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","11B4",16.6940157414581
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,0,2,"1B4","16B4",16.485199478419
1,1,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","1B5",17.7710793144935
6,2,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","6B5",17.3360168634001
11,3,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","11B5",15.7663504661025
16,4,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,1,0,0,2,"1B5","16B5",16.3386029203445
1,1,"R_ID_7.16_12_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","1B6",17.2310089872689
6,2,"R_ID_7.16_12_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","6B6",16.0992061127724
11,3,"R_ID_7.16_12_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","11B6",15.9436170048209
16,4,"R_ID_7.16_12_R5(1)_TSS",0,0,1,0,0,0,1,0,2,"1B6","16B6",15.9571449606538
1,1,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","1B7",18.423473014897
6,2,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","6B7",16.9173198314556
11,3,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","11B7",15.9202586590908
16,4,"R_ID_7.16_12_R5(1)_TSS",0,0,0,0,1,1,0,0,2,"1B7","16B7",16.9160679457949
1,1,"R_ID_7.16_12_R5(1)_TSS",1,1,1,0,0,0,0,0,3,"1B8","1B8",17.7550810549865
6,2,"R_ID_7.16_12_R5(1)_TSS",1,1,1,0,0,0,0,0,3,"1B8","6B8",16.9973136316065
11,3,"R_ID_7.16_12_R5(1)_TSS",1,1,1,0,0,0,0,0,3,"1B8","11B8",15.7487193929607
16,4,"R_ID_7.16_12_R5(1)_TSS",1,1,1,0,0,0,0,0,3,"1B8","16B8",16.8690320377367
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,1,1,0,0,0,0,3,"1B9","1B9",18.9386154150892
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,1,1,0,0,0,0,3,"1B9","6B9",17.2927782189167
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,1,1,0,0,0,0,3,"1B9","11B9",16.369574664988
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,1,1,0,0,0,0,3,"1B9","16B9",17.300563539246
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,0,1,0,3,"1C10","1C10",16.9512175455524
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,0,1,0,3,"1C10","6C10",16.368619452771
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,0,1,0,3,"1C10","11C10",16.1138800842739
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,1,0,0,1,0,3,"1C10","16C10",15.7137125207031
1,1,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,1,3,"1C11","1C11",19.5039707135827
6,2,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,1,3,"1C11","6C11",18.234247734069
11,3,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,1,3,"1C11","11C11",16.8863495740657
16,4,"R_ID_7.16_12_R5(1)_TSS",1,0,0,0,0,1,0,1,3,"1C11","16C11",17.8873294500138
1,1,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,0,0,0,1,"1C2","1C2",18.2169644158601
6,2,"R_ID_7.16_12_R5(1)_TSS",0,1,0,0,0,0,0,0,1,"1C2","6C2",17.453533021838
